country_name,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
Morocco,0.26297950321058755,0.4986717874963934,0.1943520732247256,0.018317777586690665,-0.19257128385687727,0.10100643482127358,-0.02825605916493998,-0.014226217299977898,-0.1685762165001436,-0.11119195366679732
Mozambique,0.1847174486183004,0.010901377382659639,-0.06515173817482343,-0.040867069011197604,0.16241703066789343,0.1772293175241982,0.03477219690256135,0.069912245586333,-0.05553646762167608,0.043129774052482056
Myanmar,-0.007601361440778084,-0.013322628794821429,-0.015718090118497365,-0.031674254469952645,0.06821389622958973,0.08573563229983083,0.027753359307845962,0.04697113956196117,0.03003358262266946,-0.038100289209470936
Namibia,-0.017339433127608533,-0.004270318273613366,-0.03075310833059236,-0.005570867334736615,0.015923951428797982,0.04123032758207028,0.028098492025682268,-0.017939323225631746,0.08052692168156089,-0.027601775294506702
Nauru,-0.06527099278620156,0.022324425806055627,-0.05090821976717543,-0.03777504886198704,-0.01766297443384712,0.09211660613954749,0.07234576121197536,-0.10305548306648515,0.20456697502485902,-0.049169895880665025
Nepal,-0.032211389609644876,-0.030322621535156916,0.0019617107863105503,-0.021736981430456517,0.14749638398145365,0.24958161768695114,0.6141355598146833,-0.2004507904386954,-0.1153935314057266,-0.10757254064997918
Netherlands,-0.13606560292877865,0.517230998709224,0.38250421975853294,0.15635394170828879,0.13950050515993165,0.20783661425690775,0.14997635064530876,0.049491749964862455,0.17583013485642093,-0.007612069101379533
New Zealand,-0.3495378283404433,0.094034971154228,-0.048376788641905484,-0.4260443857235308,-0.03193469828768253,0.18071732116830874,-0.04657351371267426,0.12889474378312,-0.17040826992077124,0.0152426835722549
Nicaragua,0.17809808273726993,-0.054582409316420305,0.023353902172444253,-0.06399692868567418,0.11731869559975129,0.15920194435079252,-0.01334612630736501,0.16900814467900016,-0.13790412516791725,-0.028837307748877307
Niger,0.4155729980957419,0.26700008436648587,-0.15375968264928547,-0.20495255588661662,-0.10512637048810808,-0.11001184560364342,0.10559259590393903,0.1875985770410786,-0.0639359897482988,-0.01899834800309816
Nigeria,-0.1943338196890641,0.06582062028718638,0.00814774722854177,-0.20571096913224193,0.233436470005927,-0.232949557675241,0.015101700670690998,-0.09447097221913986,-0.1556764543873064,-0.24070190788082685
North Macedonia (Republic of),0.2612859812590829,0.010097846899107211,-0.11305816881956507,-0.014274216955034962,0.25636437780771487,0.22772017863119484,-0.05686602775906958,0.1303421987566105,0.020698197137210415,0.10961421861735694
Norway,-0.11200436151232647,0.4747802714193035,0.47628778941994804,0.30945751631097285,-0.07034585212026337,0.14694831791491564,0.012262235053284956,0.2485824471622925,-0.027172165600505324,-0.0054422126280008415
Oman,-0.013703640088970633,-0.03666668622532675,-0.010780058201360902,0.1511555072949582,-0.07718117716680645,-0.1445934896714063,0.07441095234426653,-0.1621214094758658,-0.17510241440424912,0.6346858155149865
Pakistan,-0.04901884627459345,-0.023205580900625966,-0.010826422571342949,0.013381158938547286,0.016952083721557296,0.04106129585375601,0.47694631212224137,-0.26739324565390227,-0.1476776538524756,0.16072584095405165
Palau,-0.00842584971521111,-0.005006866669700017,0.02874402230026559,-0.032417807712310405,0.058376700020072315,-0.05317100160768612,0.018508940413166208,-0.00986031792792728,-0.0023859592031617166,-0.0092001520186499
Palestine,0.07618656707492545,-0.010888397172990897,-0.001636821253968603,0.0073088270043385984,0.10299754308388213,0.031154143721450915,-0.016604458698790146,0.11599775230124827,-0.07396535833066331,0.0007626960586762569
Panama,0.15132107986103516,-0.09894383423698533,0.05632975272126594,-0.07752532140880745,0.12896546962972077,0.21343972955054874,0.07626842092781556,0.14409404988389135,-0.13080986399304279,-0.031442285699178604
Papua New Guinea,-0.2829170472134918,0.12311334006295799,-0.10310154655802088,-0.38480766301266145,-0.03809039483757986,0.3145697083925915,0.07296600345277163,0.0035929576317427553,-0.05127275614342545,0.013348941923509747
