country_name,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29
Italy,8.194034742726762e-06,8.194034742725947e-06,8.19403474271473e-06,0.35062061546244555,8.194034742728867e-06,8.194034742725254e-06,8.194034742725915e-06,8.194034742724576e-06,0.007613002653034305,8.194034742732288e-06,8.1940347427242e-06,0.027581407429258555,0.1603146726513862,8.19403474272769e-06,8.194034742727712e-06,8.194034742729576e-06,8.194034742727285e-06,8.194034742728874e-06,0.3711802804136392,8.19403474271473e-06,8.194034742725957e-06,8.194034742729662e-06,8.194034742729493e-06,8.194034742725127e-06,8.194034742727697e-06,0.017662530258870397,0.06483902833228322,8.194034742727665e-06,8.194034742730765e-06,8.194034742727792e-06
Jamaica,2.9188558085297267e-06,2.918855808529872e-06,2.918855808525466e-06,2.918855808530319e-06,0.7836917063283927,2.9188558085300727e-06,2.918855808530446e-06,2.9188558085294366e-06,2.9188558085301854e-06,2.9188558085280788e-06,2.9188558085301498e-06,2.918855808529993e-06,2.9188558085310586e-06,0.16314257379344027,2.9188558085292723e-06,0.013644134285092799,0.003776315917668339,0.01779498444933529,2.9188558085299948e-06,2.918855808525466e-06,2.9188558085292053e-06,0.01618637812245226,0.0016967734200226132,2.918855808529078e-06,2.9188558085293332e-06,2.9188558085289157e-06,2.9188558085304543e-06,2.91885580853019e-06,2.9188558085302468e-06,2.918855808530406e-06
Japan,1.8684603886438772e-05,1.868460388644226e-05,1.8684603886413466e-05,0.028981466542829227,1.8684603886444088e-05,0.11604915540018024,1.868460388643865e-05,1.868460388643379e-05,1.8684603886443163e-05,1.868460388643365e-05,1.8684603886437264e-05,0.2629900342202442,0.07912596258581645,1.8684603886440673e-05,1.8684603886433368e-05,0.2817704862007618,1.8684603886440697e-05,1.868460388643854e-05,0.13555475223476174,1.8684603886413466e-05,0.031844722847286136,1.8684603886441035e-05,1.8684603886438725e-05,1.8684603886435574e-05,0.06093572534798765,1.8684603886436333e-05,0.002355317938517565,1.868460388643867e-05,1.868460388643616e-05,1.8684603886444535e-05
Jordan,1.0997470581792654e-05,1.0997470581789193e-05,1.0997470581776307e-05,1.0997470581794191e-05,0.013326543986692694,1.099747058179407e-05,1.099747058179193e-05,0.02938894236162706,1.099747058179496e-05,0.01660129222875084,1.0997470581789156e-05,1.0997470581791128e-05,0.01596817851611277,1.099747058179417e-05,1.0997470581789447e-05,0.36057618148857756,0.013174776242233815,1.0997470581794282e-05,0.17388658645505659,1.0997470581776307e-05,0.09716634000567692,1.0997470581793698e-05,1.0997470581790425e-05,1.0997470581786329e-05,1.099747058179224e-05,1.0997470581794465e-05,1.0997470581791475e-05,1.0997470581793085e-05,1.099747058178836e-05,0.2796802118330544
Kazakhstan,1.2192148256545432e-05,0.2367880283859787,1.2192148256531007e-05,0.5671417396754254,1.21921482565448e-05,1.2192148256545283e-05,1.2192148256548617e-05,0.11663424873849886,1.2192148256551607e-05,1.2192148256538166e-05,1.2192148256549259e-05,1.219214825654908e-05,0.07911898734542702,1.219214825654675e-05,1.2192148256545039e-05,1.219214825654544e-05,1.2192148256546523e-05,1.219214825654515e-05,1.2192148256550133e-05,1.2192148256531007e-05,1.2192148256545259e-05,1.219214825654753e-05,1.2192148256543033e-05,1.2192148256549982e-05,1.2192148256544263e-05,1.2192148256544465e-05,1.2192148256550948e-05,1.2192148256546472e-05,1.2192148256543297e-05,1.2192148256548153e-05
Kenya,2.40760804141598e-06,2.4076080414158283e-06,2.407608041412815e-06,2.4076080414166008e-06,2.4076080414161463e-06,2.407608041416529e-06,2.407608041416196e-06,2.407608041415864e-06,2.4076080414168455e-06,2.4076080414146572e-06,2.407608041415909e-06,0.2016761443075424,2.4076080414165127e-06,2.407608041416216e-06,2.4076080414159714e-06,0.009757346560325782,2.4076080414163263e-06,2.4076080414163013e-06,2.4076080414165952e-06,2.407608041412815e-06,2.4076080414157774e-06,0.7354323176989054,2.4076080414165813e-06,2.407608041415219e-06,2.4076080414166677e-06,0.0005477430713955005,0.0010854040365016898,0.05144326173233523,2.407608041416931e-06,2.4076080414163433e-06
Kiribati,4.321147696836778e-06,4.32114769683616e-06,4.3211476968312995e-06,4.321147696836953e-06,0.2618820861226382,4.321147696837535e-06,4.321147696837293e-06,4.321147696836324e-06,4.3211476968362225e-06,4.32114769683517e-06,4.321147696835207e-06,4.3211476968360734e-06,4.321147696836317e-06,0.02803670222956756,4.321147696835825e-06,4.321147696837054e-06,0.7055484623230454,4.321147696837958e-06,4.321147696836499e-06,4.3211476968312995e-06,4.321147696835956e-06,0.004420399484630882,4.32114769683834e-06,4.321147696834776e-06,4.321147696836325e-06,4.3211476968355e-06,4.3211476968363385e-06,4.321147696838754e-06,4.321147696838691e-06,4.321147696835976e-06
Korea (Democratic Peopl,1.0725010725025289e-05,1.0725010725033254e-05,1.0725010725016334e-05,1.072501072503352e-05,1.0725010725025909e-05,1.0725010725027737e-05,1.0725010725028607e-05,1.0725010725024279e-05,1.0725010725028418e-05,1.0725010725024182e-05,1.0725010725026422e-05,0.9996889746889743,1.0725010725028814e-05,1.072501072502626e-05,1.0725010725029426e-05,1.0725010725026278e-05,1.072501072502708e-05,1.0725010725025761e-05,1.07250107250269e-05,1.0725010725016334e-05,1.0725010725028634e-05,1.0725010725027284e-05,1.0725010725027601e-05,1.0725010725029636e-05,1.072501072503168e-05,1.0725010725025887e-05,1.0725010725028526e-05,1.0725010725027564e-05,1.0725010725026805e-05,1.072501072502685e-05
Korea (Republic of),1.353363107325149e-05,1.353363107324861e-05,1.353363107322951e-05,0.25479424463000405,1.3533631073249881e-05,0.06593241669947292,1.3533631073249377e-05,1.353363107324607e-05,1.353363107325286e-05,1.353363107324502e-05,1.3533631073242219e-05,0.46522683362978456,0.022894070932859133,1.3533631073249587e-05,1.3533631073247855e-05,1.3533631073252426e-05,1.3533631073249766e-05,1.3533631073246673e-05,0.018564307451920316,1.353363107322951e-05,1.3533631073250647e-05,1.353363107325213e-05,1.3533631073247935e-05,1.3533631073242224e-05,0.009430962390224265,1.3533631073244103e-05,1.3533631073251359e-05,1.3533631073250654e-05,1.3533631073246315e-05,0.16284589075105008
Kosovo,5.471656817696183e-06,5.471656817696407e-06,5.471656817688639e-06,0.31747185287477314,5.471656817695988e-06,5.471656817696572e-06,0.016763718872307584,5.471656817695093e-06,5.471656817696031e-06,5.471656817692661e-06,0.5642523987544629,0.005163191596096054,0.028513987870827682,5.471656817696433e-06,5.471656817695656e-06,5.471656817696011e-06,5.471656817696086e-06,5.471656817695932e-06,5.471656817697269e-06,5.471656817688639e-06,5.471656817695492e-06,5.4716568176975215e-06,5.471656817696216e-06,5.471656817694452e-06,5.471656817696702e-06,5.4716568176961e-06,0.06770353026790764,5.471656817696608e-06,5.471656817695955e-06,5.471656817697123e-06
Kuwait,1.2884937508083586e-05,1.2884937508082817e-05,1.2884937508065353e-05,1.2884937508086332e-05,1.2884937508088308e-05,1.2884937508086654e-05,1.2884937508083881e-05,0.0038301920438282475,1.2884937508085385e-05,1.2884937508081985e-05,1.2884937508079458e-05,1.2884937508087291e-05,0.08718508383043941,1.2884937508084947e-05,1.2884937508080977e-05,1.2884937508083532e-05,1.288493750808606e-05,1.2884937508084018e-05,0.3347990990927312,1.2884937508065353e-05,0.2550045221592311,1.2884937508085868e-05,1.2884937508082036e-05,1.2884937508077203e-05,1.2884937508086905e-05,1.2884937508081223e-05,0.00721522486618732,1.2884937508086924e-05,1.2884937508079724e-05,0.31165663950738887
Kyrgyzstan,1.0687186063931535e-05,0.049234817070819566,1.0687186063916556e-05,0.943468377356487,1.0687186063930239e-05,1.0687186063931096e-05,1.0687186063929104e-05,1.068718606392693e-05,1.0687186063933564e-05,1.0687186063924218e-05,1.068718606393032e-05,1.0687186063933993e-05,1.0687186063934174e-05,1.0687186063930765e-05,1.0687186063930381e-05,1.0687186063930567e-05,1.068718606392938e-05,1.068718606393119e-05,1.0687186063931767e-05,1.0687186063916556e-05,1.068718606392951e-05,1.0687186063932492e-05,1.0687186063932214e-05,1.0687186063931823e-05,1.0687186063929214e-05,1.0687186063928212e-05,0.007008251548967481,1.0687186063929886e-05,1.0687186063933393e-05,1.0687186063930979e-05
Lao Peopl,1.0632642211606928e-05,1.0632642211609646e-05,1.0632642211596012e-05,0.1728838552905302,1.0632642211608035e-05,1.063264221161078e-05,1.0632642211608497e-05,1.063264221160704e-05,1.063264221160733e-05,1.0632642211604186e-05,1.0632642211618284e-05,0.8268184307275449,1.0632642211610538e-05,1.0632642211607752e-05,1.0632642211612791e-05,1.0632642211612439e-05,1.06326422116074e-05,1.0632642211606078e-05,1.0632642211610069e-05,1.0632642211596012e-05,1.0632642211610252e-05,1.0632642211607003e-05,1.0632642211606252e-05,1.0632642211608548e-05,1.063264221161091e-05,1.0632642211608505e-05,1.0632642211610264e-05,1.0632642211611e-05,1.0632642211605917e-05,1.0632642211613825e-05
Latvia,1.83755972069453e-05,1.837559720694353e-05,1.837559720691772e-05,0.14441612856049546,1.837559720693889e-05,1.8375597206946052e-05,1.8375597206941702e-05,1.8375597206937412e-05,1.837559720694257e-05,1.8375597206942305e-05,1.837559720693966e-05,1.837559720694726e-05,1.8375597206944026e-05,1.8375597206940174e-05,1.83755972069449e-05,1.8375597206941766e-05,1.8375597206942142e-05,1.8375597206940882e-05,1.8375597206944812e-05,1.837559720691772e-05,0.8550693547177104,1.837559720694462e-05,1.8375597206941553e-05,1.837559720694031e-05,1.8375597206941112e-05,1.8375597206938768e-05,1.8375597206945388e-05,1.837559720694371e-05,1.837559720694251e-05,1.837559720694207e-05
Lebanon,1.6542597187792654e-05,1.6542597187791936e-05,1.6542597187771004e-05,0.07536818548571098,1.654259718778878e-05,0.009915646871334085,1.654259718779573e-05,1.6542597187790262e-05,1.654259718779578e-05,1.6542597187790855e-05,1.6542597187799607e-05,1.65425971877963e-05,0.6189261669121885,1.654259718779006e-05,1.65425971877912e-05,1.6542597187795012e-05,1.6542597187795012e-05,1.6542597187790235e-05,0.02308941116259232,1.6542597187771004e-05,0.021918765374019464,1.654259718779314e-05,1.6542597187790252e-05,1.6542597187788707e-05,1.654259718779823e-05,1.6542597187789422e-05,1.654259718779392e-05,1.6542597187794968e-05,1.6542597187791766e-05,0.25038480186164785
Lesotho,2.475553905191552e-06,2.4755539051914778e-06,2.4755539051882197e-06,2.475553905191919e-06,0.4548054570417969,2.47555390519168e-06,2.475553905191344e-06,2.4755539051912105e-06,2.4755539051916044e-06,0.007230982877195459,2.475553905190917e-06,2.4755539051920533e-06,2.4755539051918496e-06,0.004756470749977642,2.4755539051913067e-06,2.475553905191885e-06,0.5015281052530278,2.4755539051922503e-06,2.4755539051920804e-06,2.4755539051882197e-06,2.475553905191498e-06,0.0316170952303727,2.4755539051922282e-06,2.4755539051910953e-06,2.475553905191575e-06,2.475553905191336e-06,2.47555390519221e-06,2.4755539051917827e-06,2.4755539051924387e-06,2.4755539051919784e-06
Liberia,1.108156028371093e-05,1.1081560283713287e-05,1.1081560283696768e-05,0.06281904236764384,1.1081560283712832e-05,0.24537540441648828,0.021514521003364852,1.1081560283708247e-05,1.1081560283714441e-05,1.1081560283707041e-05,1.108156028371045e-05,0.26514074152500466,0.013506579704248213,1.1081560283712362e-05,1.1081560283710628e-05,0.12316628764587133,1.1081560283713599e-05,1.1081560283710748e-05,0.052233928120361366,1.1081560283696768e-05,1.1081560283711358e-05,0.20229971761370757,1.1081560283713782e-05,1.108156028371028e-05,1.1081560283711275e-05,1.108156028370883e-05,1.1081560283714244e-05,0.01371106483735199,1.1081560283714668e-05,1.1081560283711761e-05
Libya,3.42935528121569e-05,3.4293552812149734e-05,3.429355281211002e-05,0.11145174278209431,3.429355281214972e-05,3.429355281215746e-05,3.429355281215828e-05,3.429355281215759e-05,3.429355281216005e-05,3.429355281214487e-05,3.429355281215988e-05,0.4198308171889685,0.12147061046445806,3.4293552812197696e-05,3.429355281214807e-05,3.4293552812211425e-05,3.429355281216585e-05,3.4293552812182795e-05,3.429355281216801e-05,3.429355281211002e-05,0.06740249246761859,3.429355281218578e-05,3.4293552812169784e-05,3.4293552812148676e-05,3.4293552812173e-05,3.4293552812149185e-05,3.429355281217313e-05,0.02327159550615684,3.429355281215574e-05,0.2557496963232117
Liechtenstein,1.5767896562637865e-05,1.576789656263428e-05,1.5767896562612285e-05,0.37834455274966056,1.576789656263418e-05,1.5767896562635382e-05,1.5767896562637404e-05,1.5767896562631275e-05,0.013850066789205846,1.5767896562632993e-05,1.576789656262785e-05,1.5767896562638628e-05,0.052285416320215085,1.576789656263634e-05,1.5767896562631533e-05,1.5767896562638746e-05,0.09478187853150977,1.5767896562639278e-05,0.17489270121490227,1.5767896562612285e-05,1.57678965626341e-05,1.5767896562637814e-05,1.5767896562637066e-05,1.576789656262807e-05,0.18668819084899188,1.57678965626538e-05,1.5767896562638045e-05,0.027927453473102028,1.576789656263638e-05,0.07088284634803473
Lithuania,6.613756613771911e-06,0.6128020490992513,6.6137566137614125e-06,0.3870127657155628,6.61375661377188e-06,6.613756613772118e-06,6.613756613770988e-06,6.613756613770571e-06,6.613756613771251e-06,6.613756613768631e-06,6.6137566137683395e-06,6.613756613771868e-06,6.613756613771261e-06,6.613756613771054e-06,6.613756613771372e-06,6.613756613777506e-06,6.61375661377223e-06,6.613756613770555e-06,6.613756613772313e-06,6.6137566137614125e-06,6.613756613771054e-06,6.61375661377196e-06,6.613756613770845e-06,6.6137566137679744e-06,6.613756613770293e-06,6.613756613770937e-06,6.613756613771416e-06,6.61375661377221e-06,6.613756613770396e-06,6.613756613771349e-06
Luxembourg,2.1630975557045243e-05,2.163097555704445e-05,2.1630975557015485e-05,2.163097555704705e-05,2.163097555705448e-05,2.1630975557053727e-05,2.163097555705416e-05,2.163097555705515e-05,0.005202253808200302,2.1630975557044945e-05,2.1630975557036315e-05,2.1630975557045328e-05,0.7156630265184756,2.163097555705077e-05,2.1630975557040523e-05,2.1630975557042783e-05,2.163097555705203e-05,2.163097555706156e-05,0.2597845503439306,2.1630975557015485e-05,2.163097555704654e-05,2.1630975557051758e-05,2.1630975557055502e-05,2.1630975557044338e-05,0.018787763964910793,2.163097555703667e-05,2.163097555704916e-05,2.1630975557051616e-05,2.16309755570572e-05,2.1630975557053862e-05
Madagascar,7.120985544412629e-06,7.120985544411384e-06,7.120985544403295e-06,7.120985544412963e-06,7.120985544411679e-06,7.1209855444120216e-06,7.120985544412241e-06,7.12098554441052e-06,7.120985544412672e-06,7.12098554440919e-06,7.120985544409853e-06,7.120985544412992e-06,0.9997934914192115,7.120985544411632e-06,7.120985544412641e-06,7.12098554441203e-06,7.1209855444119945e-06,7.12098554441234e-06,7.120985544413385e-06,7.120985544403295e-06,7.120985544410486e-06,7.120985544412681e-06,7.120985544412085e-06,7.120985544410905e-06,7.1209855444128635e-06,7.120985544410721e-06,7.120985544439927e-06,7.120985544414138e-06,7.120985544411982e-06,7.120985544413227e-06
Malawi,3.5224911057178693e-06,3.5224911057181645e-06,3.5224911057128227e-06,0.018484512477438982,3.5224911057176757e-06,3.522491105718402e-06,3.5224911057182657e-06,3.5224911057169892e-06,3.5224911057183606e-06,3.5224911057160676e-06,3.52249110571697e-06,0.052011026370809205,0.005087954437912383,3.52249110571841e-06,3.5224911057175203e-06,3.5224911057179197e-06,3.522491105718429e-06,3.522491105718488e-06,3.5224911057184537e-06,3.5224911057128227e-06,3.5224911057176427e-06,0.9040750223972739,3.522491105718529e-06,3.5224911057169642e-06,3.5224911057180306e-06,3.5224911057170773e-06,0.0008836500371306197,3.5224911057182543e-06,0.01937329449289773,3.5224911057179455e-06
Malaysia,1.6780775943116195e-06,1.6780775943110495e-06,1.6780775943091938e-06,1.6780775943114222e-06,0.04555585620468068,1.678077594311703e-06,1.6780775943115454e-06,0.7233542019068593,1.6780775943115234e-06,1.6780775943106128e-06,1.678077594311099e-06,1.678077594311542e-06,1.6780775943113637e-06,0.04261430566693914,1.6780775943114073e-06,0.025316952959271527,0.0008233149642457211,0.00450978926998189,1.6780775943117766e-06,1.6780775943091938e-06,1.6780775943111314e-06,0.004015447404959966,0.036389288562826194,1.6780775943106365e-06,1.6780775943113984e-06,1.678077594311297e-06,1.6780775943116038e-06,0.11738560343075526,1.6780775943118126e-06,1.6780775943113571e-06
Maldives,4.385387887567869e-06,4.385387887567598e-06,4.3853878875617685e-06,4.3853878875684635e-06,4.385387887567098e-06,4.385387887568871e-06,4.385387887567954e-06,4.385387887566541e-06,4.385387887566589e-06,4.385387887564934e-06,4.385387887568218e-06,0.5005178566498397,4.385387887567208e-06,4.385387887567921e-06,4.385387887567086e-06,4.385387887567536e-06,4.385387887568223e-06,4.385387887567034e-06,4.3853878875680035e-06,4.3853878875617685e-06,0.11787317280967573,0.38149056506751994,4.385387887568205e-06,4.385387887566171e-06,4.385387887567218e-06,4.385387887567052e-06,4.385387887567304e-06,4.385387887568825e-06,4.385387887568944e-06,4.385387887567098e-06
Malta,3.036375781874223e-06,3.03637578187407e-06,3.036375781869578e-06,3.036375781874387e-06,0.5986939904461127,3.0363757818741536e-06,0.010903470906413144,0.0012847163832674718,3.036375781874337e-06,3.0363757818722406e-06,3.036375781873087e-06,3.0363757818745026e-06,3.0363757818744887e-06,0.009857836394917564,3.0363757818736204e-06,0.007668183438276995,0.011819274599695196,3.0363757818744484e-06,0.05112084190968049,3.036375781869578e-06,3.036375781874026e-06,0.2547607522975874,3.0363757818744874e-06,3.036375781873083e-06,0.001783067244807266,3.036375781873151e-06,3.0363757818744666e-06,0.046702388572581174,0.0053477866668050576,3.0363757818739622e-06
Marshall Islands,5.779010633392468e-06,5.779010633391431e-06,5.7790106333839e-06,5.779010633392708e-06,0.002216070221126045,0.7169720321325791,0.07085092922095879,5.7790106333910565e-06,5.779010633392227e-06,5.779010633389776e-06,5.779010633390876e-06,5.779010633392487e-06,5.779010633392588e-06,0.03283199967276337,5.779010633390193e-06,5.779010633391711e-06,5.779010633393292e-06,5.779010633393335e-06,5.779010633392902e-06,5.7790106333839e-06,5.779010633390687e-06,0.1564051854559362,5.779010633393266e-06,5.779010633388761e-06,5.779010633392717e-06,5.7790106333903865e-06,5.779010633392679e-06,5.779010633392625e-06,0.02058508704143453,5.779010633392916e-06
Mauritania,1.3243279035911119e-05,1.3243279035910267e-05,1.3243279035895964e-05,1.3243279035914539e-05,1.3243279035911608e-05,1.3243279035910694e-05,1.3243279035912117e-05,1.3243279035909586e-05,1.3243279035910448e-05,1.3243279035906774e-05,1.3243279035908027e-05,1.3243279035911629e-05,0.9996159449079588,1.3243279035912569e-05,1.3243279035906687e-05,1.3243279035909969e-05,1.3243279035913524e-05,1.3243279035908056e-05,1.3243279035913756e-05,1.3243279035895964e-05,1.3243279035913492e-05,1.3243279035913694e-05,1.3243279035908386e-05,1.3243279035907206e-05,1.324327903591089e-05,1.3243279035909166e-05,1.3243279035911082e-05,1.3243279035913318e-05,1.3243279035907876e-05,1.3243279035929428e-05
Mauritius,2.95115832965077e-06,2.9511583296507065e-06,2.951158329646721e-06,2.951158329651429e-06,0.32916976588091557,2.9511583296510623e-06,2.9511583296512258e-06,2.9511583296504897e-06,2.9511583296506887e-06,2.951158329649538e-06,2.9511583296502127e-06,2.9511583296509573e-06,2.951158329651366e-06,0.18064481496370882,2.951158329650252e-06,2.9511583296509725e-06,0.01162690567584907,0.0015749244691920612,2.9511583296512177e-06,2.951158329646721e-06,2.9511583296511127e-06,0.4576355246441819,2.951158329651421e-06,2.9511583296495817e-06,2.951158329650716e-06,2.9511583296496465e-06,2.95115832965116e-06,2.951158329651522e-06,0.01927723656624115,2.9511583296508315e-06
Mexico,1.8691938167106016e-06,1.86919381671067e-06,1.8691938167082174e-06,1.8691938167109798e-06,1.8691938167108102e-06,1.8691938167111242e-06,1.8691938167107884e-06,1.8691938167106677e-06,0.02819320226988725,1.8691938167094954e-06,1.8691938167111463e-06,0.06873685074489763,1.869193816711023e-06,1.869193816710741e-06,1.8691938167108182e-06,0.020273270865947796,1.869193816710814e-06,1.8691938167107028e-06,0.5723302747278509,1.8691938167082174e-06,1.8691938167114402e-06,1.8691938167110044e-06,1.8691938167109116e-06,1.8691938167101063e-06,1.8691938167107592e-06,1.8691938167107308e-06,0.3104196715459988,1.8691938167111513e-06,1.8691938167110611e-06,1.8691938167109237e-06
Micronesia (Federated States of),1.9379844961289243e-05,1.937984496127794e-05,1.9379844961254297e-05,1.9379844961282575e-05,1.9379844961278766e-05,0.49516493332204653,1.93798449612788e-05,1.9379844961278536e-05,0.03472940358191498,1.9379844961282415e-05,1.9379844961275104e-05,0.3889143514140123,1.937984496128006e-05,1.937984496128063e-05,1.937984496127961e-05,1.9379844961284215e-05,1.9379844961282785e-05,1.937984496127968e-05,0.08068743571303306,1.9379844961254297e-05,1.937984496128236e-05,1.9379844961282795e-05,1.9379844961283476e-05,1.9379844961274894e-05,1.9379844961277228e-05,1.937984496128243e-05,1.9379844961285407e-05,1.9379844961283588e-05,1.9379844961288785e-05,1.93798449612782e-05
Moldova (Republic of),1.043623460657648e-05,1.0436234606578034e-05,1.0436234606562035e-05,0.6505831580155609,1.0436234606577671e-05,1.0436234606576756e-05,1.0436234606578935e-05,1.0436234606575164e-05,1.0436234606574901e-05,1.0436234606573387e-05,1.0436234606572687e-05,1.0436234606577524e-05,1.0436234606578288e-05,1.0436234606575841e-05,1.0436234606575013e-05,1.0436234606577447e-05,1.0436234606578837e-05,1.043623460657572e-05,1.0436234606577578e-05,1.0436234606562035e-05,1.0436234606575733e-05,1.043623460657792e-05,1.043623460657521e-05,1.0436234606573031e-05,1.043623460657689e-05,1.0436234606575088e-05,0.3491246274154552,1.0436234606580127e-05,1.0436234606574623e-05,1.0436234606576506e-05
Monaco,2.206044562104728e-05,2.2060445621050394e-05,2.2060445621018752e-05,0.03757759608775693,2.206044562105713e-05,2.2060445621052447e-05,0.01529635560991261,2.206044562105081e-05,2.2060445621049283e-05,2.2060445621059894e-05,2.2060445621047497e-05,2.206044562105104e-05,0.24903466811386746,2.2060445621055276e-05,2.2060445621045444e-05,2.2060445621054555e-05,2.2060445621051885e-05,0.03218968140272365,0.23991031649018973,2.2060445621018752e-05,2.2060445621053023e-05,2.2060445621051228e-05,2.2060445621051373e-05,2.206044562104351e-05,0.07910456509372214,2.206044562104786e-05,2.2060445621055554e-05,2.2060445621048863e-05,2.206044562104976e-05,0.3463794269525433
Mongolia,2.1715526601565035e-05,2.1715526601569596e-05,2.1715526601536318e-05,0.7558873650795372,2.171552660157128e-05,0.04314845837021564,2.1715526601558283e-05,2.1715526601563206e-05,2.1715526601565462e-05,2.171552660155459e-05,2.1715526601559675e-05,0.20037785733200525,2.1715526601566926e-05,2.1715526601572225e-05,2.1715526601575014e-05,2.171552660157067e-05,2.1715526601572703e-05,2.1715526601570372e-05,2.1715526601570592e-05,2.1715526601536318e-05,2.1715526601568115e-05,2.1715526601567546e-05,2.1715526601573902e-05,2.171552660156439e-05,2.1715526601563192e-05,2.1715526601572394e-05,2.171552660156775e-05,2.1715526601574177e-05,2.1715526601585144e-05,2.1715526601567018e-05
Montenegro,7.987858455163415e-06,7.987858455163712e-06,7.987858455153864e-06,0.9997683521047991,7.987858455164876e-06,7.987858455165828e-06,7.987858455164796e-06,7.987858455166929e-06,7.987858455165503e-06,7.987858455167488e-06,7.98785845516336e-06,7.98785845516539e-06,7.987858455166102e-06,7.987858455165387e-06,7.987858455163634e-06,7.987858455166951e-06,7.987858455166565e-06,7.987858455164242e-06,7.987858455165128e-06,7.987858455153864e-06,7.987858455165108e-06,7.987858455166089e-06,7.987858455165447e-06,7.987858455161454e-06,7.987858455165367e-06,7.987858455163532e-06,7.987858455372689e-06,7.987858455165689e-06,7.987858455163936e-06,7.987858455165025e-06
Morocco,6.333523339045269e-06,6.333523339045266e-06,6.333523339037878e-06,6.333523339047377e-06,6.333523339045294e-06,6.333523339046292e-06,6.333523339047286e-06,6.333523339050889e-06,6.3335233390484804e-06,0.014689800004134135,6.333523339045114e-06,6.333523339048009e-06,0.983322754985266,6.3335233390459165e-06,6.333523339046241e-06,6.333523339047948e-06,6.333523339046805e-06,6.33352333904962e-06,6.333523339048307e-06,6.333523339037878e-06,0.001816439880445012,6.33352333904614e-06,6.33352333904578e-06,6.333523339043981e-06,6.3335233390476325e-06,6.3335233390462205e-06,6.333523339048052e-06,6.333523339047234e-06,6.3335233390453015e-06,6.333523339047665e-06
Mozambique,4.582531390350182e-06,4.582531390350064e-06,4.582531390343969e-06,0.47654814283287644,4.582531390351615e-06,4.582531390350245e-06,4.582531390351361e-06,4.5825313903500875e-06,4.5825313903503975e-06,4.582531390347116e-06,4.582531390348607e-06,0.08830589296787535,0.1322619100064089,4.582531390352047e-06,4.5825313903504035e-06,4.582531390350204e-06,4.582531390351742e-06,4.582531390350239e-06,4.582531390351115e-06,4.582531390343969e-06,4.582531390349796e-06,4.582531390352092e-06,4.58253139035146e-06,4.582531390348909e-06,4.582531390350201e-06,4.582531390348828e-06,0.30276490837668985,4.5825313903516765e-06,4.582531390351552e-06,4.582531390351469e-06
Myanmar,2.3334500058381925e-06,2.333450005837769e-06,2.333450005834814e-06,2.333450005838219e-06,2.3334500058375504e-06,2.3334500058380463e-06,2.3334500058380315e-06,2.3334500058382687e-06,2.333450005838493e-06,2.333450005836613e-06,2.3334500058376635e-06,2.3334500058382467e-06,2.3334500058378693e-06,2.333450005837815e-06,0.9176600434870085,2.3334500058379794e-06,2.3334500058377897e-06,2.3334500058376266e-06,2.3334500058381535e-06,2.333450005834814e-06,2.33345000583762e-06,2.3334500058378126e-06,2.3334500058378354e-06,2.3334500058371947e-06,2.3334500058379057e-06,0.08227461991282835,2.333450005838282e-06,2.3334500058379176e-06,2.3334500058379223e-06,2.3334500058382314e-06
Namibia,4.396957305555072e-06,4.396957305553825e-06,4.3969573055480905e-06,0.08043832192715016,4.396957305553588e-06,4.396957305554836e-06,4.3969573055555605e-06,4.396957305552972e-06,4.396957305553931e-06,4.396957305551339e-06,4.396957305554768e-06,0.12831784035744664,4.3969573055549294e-06,0.3131088272127605,0.003117625799727976,4.396957305554344e-06,4.396957305555015e-06,4.396957305553912e-06,0.0003068887616260735,4.3969573055480905e-06,4.396957305554423e-06,0.23165439295781218,4.396957305554261e-06,4.396957305553103e-06,0.0004159702616467833,4.396957305554832e-06,4.396957305554788e-06,0.23167005415633576,4.396957305554311e-06,0.0108777424620771
Nauru,7.376263185087347e-06,7.376263185086378e-06,7.376263185075786e-06,7.376263185087829e-06,7.376263185087169e-06,7.37626318508813e-06,7.376263185088633e-06,7.37626318508629e-06,7.376263185086034e-06,7.376263185081477e-06,7.376263185084488e-06,7.376263185085498e-06,7.376263185086893e-06,7.376263185087133e-06,7.37626318508409e-06,7.376263185085036e-06,0.9866130605944675,7.3762631850895515e-06,7.3762631850877625e-06,7.376263185075786e-06,7.376263185085811e-06,0.013180404036349706,7.376263185085523e-06,7.376263185083147e-06,7.376263185085604e-06,7.376263185084059e-06,7.376263185086385e-06,7.376263185087964e-06,7.376263185085155e-06,7.376263185086639e-06
