term_str,n,p,stop,n_pos,max_pos,max_pos_group,dfidf
nhs,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
ni,75,1.9573460371180665e-05,0,1,NN,NN,13.184914074536161
niabola,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
niagak,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
niagaka,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
niagara,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
niaka,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
niamey,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
niatabu,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nibok,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
nicaragua,56,1.4614850410481563e-05,0,1,NN,NN,22.369828149072323
nicaraguan,30,7.829384148472265e-06,0,1,JJ,JJ,13.184914074536161
nicaraguans,28,7.307425205240781e-06,0,1,NNS,NN,7.592457037268081
nice,2,5.219589432314843e-07,0,1,JJ,JJ,7.592457037268081
nichol,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nicholas,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
nicobar,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
nicolau,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nicosia,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
nidwalden,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
niger,17,4.436651017467617e-06,0,1,NN,NN,13.184914074536161
nigeria,255,6.654976526201426e-05,0,1,NNS,NN,39.80278832243191
nigeriadeputy,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
nigeriajustice,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nigerian,4,1.0439178864629687e-06,0,1,JJ,JJ,7.592457037268081
nigerians,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
nigerien,16,4.175671545851875e-06,0,1,NN,NN,7.592457037268081
nigeriens,5,1.304897358078711e-06,0,1,NNS,NN,7.592457037268081
night,28,7.307425205240781e-06,0,1,NN,NN,63.54606095266541
nighttime,2,5.219589432314843e-07,0,1,NN,NN,13.184914074536161
nigérienne,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nigériennes,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
nikini,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nikumaroro,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nikunau,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nil,6,1.5658768296944531e-06,0,1,NN,NN,13.184914074536161
nilandhe,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
nile,11,2.870774187773164e-06,0,1,NN,NN,18.022483609640773
nimule,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nine,240,6.263507318777812e-05,0,1,CD,CD,99.38840096084976
nineteen,31,8.090363620088008e-06,0,1,NN,NN,48.08993443856309
nineteenth,7,1.8268563013101953e-06,0,1,NN,NN,26.35264471190359
ninetieth,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
ninety,228,5.950331952838922e-05,0,1,NN,NN,101.26221267729973
ningi,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
ninth,34,8.873302034935234e-06,0,1,JJ,JJ,57.47931259628929
ninths,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
nisi,6,1.5658768296944531e-06,0,1,NN,NN,18.022483609640773
nitabu,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nithi,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nitijela,182,4.7498263834065074e-05,0,1,NN,NN,7.592457037268081
niue,6,1.5658768296944531e-06,0,1,NN,NN,7.592457037268081
niukapu,4,1.0439178864629687e-06,0,1,NN,NN,7.592457037268081
niveau,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
niyè,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nizhni,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
niáois,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
niçois,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
njaba,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
njikoka,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nkabwa,4,1.0439178864629687e-06,0,1,NN,NN,7.592457037268081
nkaka,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nkanu,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
nkosi,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
nkwerre,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nm,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nnewi,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
no,7329,0.0019127185474717744,1,1,DT,DT,2.8703879633753333
noahs,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
nobility,19,4.958609960699101e-06,0,1,NN,NN,50.59622514865085
noble,34,8.873302034935234e-06,0,1,JJ,JJ,65.41057884761436
nobles,26,6.7854662620092965e-06,0,1,NNS,NN,7.592457037268081
noblest,1,2.6097947161574217e-07,0,1,JJS,JJ,7.592457037268081
nobody,25,6.524486790393554e-06,0,1,NN,NN,52.99142961294667
noddy,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
noe,11,2.870774187773164e-06,0,1,NN,NN,7.592457037268081
noise,8,2.0878357729259374e-06,0,1,NN,NN,33.49571480647333
nom,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nomadic,9,2.3488152445416798e-06,0,1,JJ,JJ,18.022483609640773
nomads,5,1.304897358078711e-06,0,1,NNS,NN,13.184914074536161
nomenclature,3,7.829384148472266e-07,0,1,NN,NN,18.022483609640773
nominal,11,2.870774187773164e-06,0,1,JJ,JJ,42.70528942380718
nominate,192,5.01080585502225e-05,0,1,NN,NN,102.39134805380388
nominated,748,0.00019521264476857515,0,1,VBN,VB,92.21220955820556
nominates,16,4.175671545851875e-06,0,1,NNS,NN,48.08993443856309
nominating,71,1.8529542484717695e-05,0,1,VBG,VB,72.17986887712618
nomination,472,0.0001231823106026303,0,1,NN,NN,97.1471357490276
nominations,148,3.862496179912984e-05,0,1,NNS,NN,97.92161646012582
nominators,2,5.219589432314843e-07,0,1,NNS,NN,13.184914074536161
nomine,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nominee,48,1.2527014637555625e-05,0,1,NN,NN,57.47931259628929
nominees,36,9.395260978166719e-06,0,1,NNS,NN,50.59622514865085
non,708,0.00018477346590394547,0,1,NN,NN,52.36848762132321
nonacademic,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
nonbinding,2,5.219589432314843e-07,0,1,VBG,VB,13.184914074536161
noncitizen,2,5.219589432314843e-07,0,1,NNS,NN,7.592457037268081
noncitizens,2,5.219589432314843e-07,0,1,NNS,NN,13.184914074536161
noncombatant,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
noncompliance,15,3.914692074236132e-06,0,1,NN,NN,36.739656298144645
noncompliant,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
noncompulsory,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nonconformity,5,1.304897358078711e-06,0,1,NN,NN,13.184914074536161
noncontributory,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
noncumulative,3,7.829384148472266e-07,0,1,JJ,JJ,7.592457037268081
nondenominational,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
nondependent,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nondiscrimination,8,2.0878357729259374e-06,0,1,NN,NN,33.49571480647333
nondiscriminatory,2,5.219589432314843e-07,0,1,NN,NN,13.184914074536161
nondnations,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
none,111,2.8968721349347382e-05,0,1,NN,NN,102.4223065794553
nonelective,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
nonessential,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
nonetheless,9,2.3488152445416798e-06,0,1,RB,RB,33.49571480647333
nonexistent,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nonformal,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
nonfulfillment,3,7.829384148472266e-07,0,1,NN,NN,13.184914074536161
nongalitaba,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nongovernmental,9,2.3488152445416798e-06,0,1,JJ,JJ,33.49571480647333
noninterference,3,7.829384148472266e-07,0,1,NN,NN,18.022483609640773
nonintervention,3,7.829384148472266e-07,0,1,NN,NN,13.184914074536161
nonjudicial,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
nonliving,2,5.219589432314843e-07,0,1,VBG,VB,13.184914074536161
nonmilitary,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
nonnegotiable,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
nonobservance,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nonouti,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nonpartisan,4,1.0439178864629687e-06,0,1,NNS,NN,22.369828149072323
nonpayment,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nonpermanent,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nonpolitical,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
nonpolluting,1,2.6097947161574217e-07,0,1,VBG,VB,7.592457037268081
nonprofit,10,2.609794716157422e-06,0,1,NN,NN,39.80278832243191
nonpublic,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
nonrecurrent,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nonreligious,2,5.219589432314843e-07,0,1,JJ,JJ,13.184914074536161
nonrenewable,15,3.914692074236132e-06,0,1,JJ,JJ,30.044967219281546
nonrepetition,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nonrestriction,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nonretroactiveness,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nontax,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nonteaching,1,2.6097947161574217e-07,0,1,VBG,VB,7.592457037268081
nontransferable,4,1.0439178864629687e-06,0,1,JJ,JJ,22.369828149072323
nontransferably,1,2.6097947161574217e-07,0,1,RB,RB,7.592457037268081
nonworking,1,2.6097947161574217e-07,0,1,VBG,VB,7.592457037268081
noon,44,1.1483096751092655e-05,0,1,NN,NN,39.80278832243191
nor,886,0.00023122781185154758,1,1,CC,CC,52.36848762132321
nord,18,4.6976304890833596e-06,0,1,NN,NN,13.184914074536161
nordeste,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nordic,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
norfolk,3,7.829384148472266e-07,0,1,NN,NN,13.184914074536161
norges,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
norm,36,9.395260978166719e-06,0,1,NN,NN,52.99142961294667
normal,142,3.705908496943539e-05,0,1,JJ,JJ,102.0766282361348
normalcy,2,5.219589432314843e-07,0,1,NN,NN,13.184914074536161
normality,9,2.3488152445416798e-06,0,1,NN,NN,33.49571480647333
normalization,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
normally,43,1.1222117279476914e-05,0,1,RB,RB,84.08607629101769
normanby,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
normandy,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
normará,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
normas,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
normative,106,2.766382399126867e-05,0,1,JJ,JJ,72.17986887712618
norms,237,6.18521347729309e-05,0,1,NNS,NN,101.57216506663471
norodom,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
noronha,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
north,226,5.898136058515773e-05,0,1,NN,NN,85.1698026646032
northeast,4,1.0439178864629687e-06,0,1,NN,NN,7.592457037268081
northeasterly,1,2.6097947161574217e-07,0,1,RB,RB,7.592457037268081
northeastern,2,5.219589432314843e-07,0,1,JJ,JJ,7.592457037268081
northerly,9,2.3488152445416798e-06,0,1,RB,RB,7.592457037268081
northern,577,0.00015058515512228325,0,1,JJ,JJ,61.605576644863824
northernmost,4,1.0439178864629687e-06,0,1,NN,NN,13.184914074536161
northumberland,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
northwards,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
northwest,5,1.304897358078711e-06,0,1,RB,RB,7.592457037268081
norway,15,3.914692074236132e-06,0,1,RB,RB,18.022483609640773
norwegian,12,3.1317536593889062e-06,0,1,JJ,JJ,7.592457037268081
nos,6,1.5658768296944531e-06,0,1,NNS,NN,26.35264471190359
nossa,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
not,19906,0.005195057361982964,1,1,RB,RB,1.4389510170094333
notable,43,1.1222117279476914e-05,0,1,JJ,JJ,50.59622514865085
notables,4,1.0439178864629687e-06,0,1,NNS,NN,18.022483609640773
notably,103,2.6880885576421443e-05,0,1,RB,RB,68.92655920987724
notarial,8,2.0878357729259374e-06,0,1,JJ,JJ,26.35264471190359
notariat,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
notaries,24,6.2635073187778125e-06,0,1,NNS,NN,52.99142961294667
notarized,1,2.6097947161574217e-07,0,1,VBN,VB,7.592457037268081
notarizing,1,2.6097947161574217e-07,0,1,VBG,VB,7.592457037268081
notary,24,6.2635073187778125e-06,0,1,JJ,JJ,48.08993443856309
notation,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
notbe,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
note,60,1.565876829694453e-05,0,1,NN,NN,63.54606095266541
noted,13,3.3927331310046482e-06,0,1,VBN,VB,36.739656298144645
notes,34,8.873302034935234e-06,0,1,NNS,NN,73.71502118733389
noteworthy,3,7.829384148472266e-07,0,1,JJ,JJ,18.022483609640773
nothing,801,0.0002090445567642095,0,1,NN,NN,102.4223065794553
notice,912,0.00023801327811355687,0,1,NN,NN,97.95673503288455
noticeably,1,2.6097947161574217e-07,0,1,RB,RB,7.592457037268081
noticed,6,1.5658768296944531e-06,0,1,VBN,VB,18.022483609640773
notices,15,3.914692074236132e-06,0,1,NNS,NN,45.46327960493862
notification,248,6.472290896070406e-05,0,1,NN,NN,102.3921709223286
notifications,16,4.175671545851875e-06,0,1,NNS,NN,26.35264471190359
notified,215,5.6110586397384565e-05,0,1,VBN,VB,101.46116978505991
notifies,35,9.134281506550976e-06,0,1,NNS,NN,63.54606095266541
notify,192,5.01080585502225e-05,0,1,NN,NN,101.91725038515715
notifying,20,5.219589432314844e-06,0,1,VBG,VB,50.59622514865085
noting,7,1.8268563013101953e-06,0,1,VBG,VB,30.044967219281546
notion,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
notional,2,5.219589432314843e-07,0,1,JJ,JJ,7.592457037268081
notions,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
notoriety,2,5.219589432314843e-07,0,1,NN,NN,13.184914074536161
notoriously,2,5.219589432314843e-07,0,1,RB,RB,7.592457037268081
nottawasaga,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
notwithstanding,1031,0.0002690698352358302,0,1,VBG,VB,97.1471357490276
nouakchott,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nouchali,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nouméa,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
noun,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nourish,2,5.219589432314843e-07,0,1,JJ,JJ,13.184914074536161
nourished,2,5.219589432314843e-07,0,1,VBN,VB,13.184914074536161
nourishment,3,7.829384148472266e-07,0,1,NN,NN,13.184914074536161
nouvelle,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nov,5,1.304897358078711e-06,0,1,NN,NN,7.592457037268081
nova,31,8.090363620088008e-06,0,1,NNS,NN,7.592457037268081
november,170,4.436651017467617e-05,0,1,NN,NN,101.13398649957372
novgorod,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
novice,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
novices,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
novine,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
novo,6,1.5658768296944531e-06,0,1,NN,NN,26.35264471190359
novosibirsk,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
now,118,3.079557765065758e-05,1,1,RB,RB,97.92161646012582
nowriter,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
np,11,2.870774187773164e-06,0,1,NN,NN,7.592457037268081
nr,2,5.219589432314843e-07,0,1,NN,NN,13.184914074536161
nrcd,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nrla,4,1.0439178864629687e-06,0,1,NN,NN,7.592457037268081
nsit,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
nsukka,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
ntaote,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nteko,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
ntlo,34,8.873302034935234e-06,0,1,NN,NN,7.592457037268081
ntungamo,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nubi,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nubia,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
nuclear,66,1.7224645126638985e-05,0,1,JJ,JJ,76.61437744782452
nucleus,7,1.8268563013101953e-06,0,1,NN,NN,33.49571480647333
nueva,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nuevo,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nugatory,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nui,6,1.5658768296944531e-06,0,1,NN,NN,7.592457037268081
nuire,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nuisance,16,4.175671545851875e-06,0,1,NN,NN,30.044967219281546
nuisancerelevant,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nuisances,9,2.3488152445416798e-06,0,1,NNS,NN,30.044967219281546
nuku,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
nullification,13,3.3927331310046482e-06,0,1,NN,NN,39.80278832243191
nullified,15,3.914692074236132e-06,0,1,JJ,JJ,42.70528942380718
nullifies,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
nullify,8,2.0878357729259374e-06,0,1,NN,NN,30.044967219281546
nullity,39,1.0178199393013946e-05,0,1,NN,NN,72.17986887712618
numan,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
number,2710,0.0007072543680786613,0,1,NN,NN,7.11921889100331
numbered,10,2.609794716157422e-06,0,1,JJ,JJ,30.044967219281546
numbering,6,1.5658768296944531e-06,0,1,VBG,VB,30.044967219281546
numbers,95,2.4793049803495507e-05,0,1,NNS,NN,91.63110633864987
numeral,23,6.00252784716207e-06,0,1,JJ,JJ,26.35264471190359
numerals,11,2.870774187773164e-06,0,1,NNS,NN,22.369828149072323
numeration,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
numerical,21,5.480568903930586e-06,0,1,JJ,JJ,55.28349662489343
numerosa,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
numerous,10,2.609794716157422e-06,0,1,JJ,JJ,26.35264471190359
numidian,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
nunavut,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
nuncupative,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
nuptial,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
nuristani,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
nurseries,2,5.219589432314843e-07,0,1,NNS,NN,13.184914074536161
nursery,2,5.219589432314843e-07,0,1,NN,NN,13.184914074536161
nurses,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
nursing,15,3.914692074236132e-06,0,1,NN,NN,48.08993443856309
nurtured,3,7.829384148472266e-07,0,1,VBN,VB,18.022483609640773
nurturing,3,7.829384148472266e-07,0,1,VBG,VB,18.022483609640773
nutricional,1,2.6097947161574217e-07,0,1,JJ,JJ,7.592457037268081
nutrition,23,6.00252784716207e-06,0,1,NN,NN,59.5849013323016
nutritional,7,1.8268563013101953e-06,0,1,JJ,JJ,30.044967219281546
nuu,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nuwakot,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nuwara,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
nuwwab,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nwa,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nwangele,1,2.6097947161574217e-07,0,1,NNS,NN,7.592457037268081
ny,18,4.6976304890833596e-06,0,1,NN,NN,7.592457037268081
nyakara,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nyalidha,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
nyamira,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nyandarua,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nyangia,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nyarubebsa,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
nyarugando,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
nyarwodo,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nyasaland,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nyatabu,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
nyaura,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nyawa,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nye,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nyeri,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nyi,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
nyibola,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
nyingma,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
nylon,3,7.829384148472266e-07,0,1,NN,NN,7.592457037268081
nymphaea,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nzactpublic19080089latestdlm147652,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nzactpublic19080089latestdlm147653,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nzactpublic19750114latestdlm435843,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nzactpublic19930087latestwhole,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nzactpublic20030053latestwhole,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nziza,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nzoia,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nº,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nés,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
nómina,5,1.304897358078711e-06,0,1,NN,NN,13.184914074536161
nónima,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
o,79,2.061737825764363e-05,1,1,NN,NN,67.20293190427572
oa,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
oath,1355,0.00035362718403933067,0,1,NN,NN,42.1079656237076
oathes,3,7.829384148472266e-07,0,1,NNS,NN,7.592457037268081
oaths,98,2.5575988218342733e-05,0,1,NNS,NN,79.29980522207474
oaxaca,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
obafemi,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
oband,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
obanliku,1,2.6097947161574217e-07,0,1,NN,NN,7.592457037268081
obedience,88,2.296619350218531e-05,0,1,NN,NN,97.92161646012582
obedient,14,3.6537126026203907e-06,0,1,NN,NN,45.46327960493862
oberland,2,5.219589432314843e-07,0,1,NN,NN,7.592457037268081
obey,90,2.3488152445416797e-05,0,1,NN,NN,93.14626815033724
obeyed,11,2.870774187773164e-06,0,1,NNS,NN,42.70528942380718
obeying,13,3.3927331310046482e-06,0,1,VBG,VB,26.35264471190359
obeys,5,1.304897358078711e-06,0,1,NNS,NN,26.35264471190359
